,name,address,sido,gugun
846,부산동래구사직1점,부산 동래구 사직북로,부산,동래구
847,부산사하구다대1점,부산 사하구 윤공단로,부산,사하구
848,부산사상구학장엄궁점,부산 사상구 학감대로,부산,사상구
849,부산금정구부산대점,부산 금정구 금강로,부산,금정구
850,부산해운대구반송1점,부산 해운대구 윗반송로,부산,해운대구
851,부산금정구부곡1점,부산 금정구 중앙대로,부산,금정구
852,부산사하구하단점(B),부산 사하구 낙동대로,부산,사하구
853,부산수영구광안1점,부산 수영구 광안로,부산,수영구
854,부산사하구구평감천점,부산 사하구 서포로30번길,부산,사하구
855,부산사하구다대2점,부산 사하구 다대로,부산,사하구
856,부산북구덕천점,부산 북구 덕천길,부산,북구
857,부산남구문현점,부산 남구 고동골로,부산,남구
858,부산연제구시청점,부산 연제구 중앙대로,부산,연제구
859,부산부산진구초읍연지점,부산 부산진구 성지로,부산,부산진구
860,부산사하구괴정행복점,부산 사하구 사리로,부산,사하구
861,부산부산진구가야당감점,부산 부산진구 가야대로,부산,부산진구
862,부산서구대신점,부산 서구 망양로,부산,서구
863,부산영도구청학점,부산 영도구 태종로,부산,영도구
864,부산동래구명장점,부산 동래구 명안로,부산,동래구
865,부산해운대구반여2점,부산 해운대구 선수촌로,부산,해운대구
866,부산해운대구송정점,부산 해운대구 송정해변로,부산,해운대구
867,부산사상구주례점,부산 사상구 주례로,부산,사상구
868,부산중구중부산점,부산 중구 대청로,부산,중구
869,부산동구초량점,부산 동구 초량북로,부산,동구
870,부산영도구남항점,부산 영도구 남항로,부산,영도구
871,부산연제구연산토곡점,부산 연제구 과정로,부산,연제구
872,부산사하구당리점,부산 사하구 제석로,부산,사하구
873,부산수영구망미점,부산 수영구 연수로,부산,수영구
874,부산남구대연점,부산 남구 유엔로,부산,남구
875,부산남구감만점,부산 남구 석포로,부산,남구
876,부산강서구명지국제신도시점,부산 강서구 명지국제8로 234,부산,강서구
877,부산동래구온천3동점,부산 동래구 충렬대로,부산,동래구
878,부산해운대구우1점,부산 해운대구 해운대해변로,부산,해운대구
879,부산북구구포1점,부산 북구 시랑로,부산,북구
880,부산연제구연산로타리점,부산 연제구 거제천로,부산,연제구
881,부산부산진구가야개금1점,부산 부산진구 냉정로,부산,부산진구
882,부산해운대구해운대행복점,부산 해운대구 좌동순환로,부산,해운대구
883,부산해운대구재송반여점,부산 해운대구 재송2로,부산,해운대구
884,부산해운대구센텀점,부산 해운대구 재반로,부산,해운대구
885,부산해운대구벡스코점,부산 해운대구 해운대로,부산,해운대구
886,부산북구만덕점,부산 북구 덕천로,부산,북구
887,부산사하구괴정1점,부산 사하구 장평로,부산,사하구
888,부산사상구모라1점,부산 사상구 백양대로,부산,사상구
889,부산기장군정관점,부산 기장군 정관면 구연로,부산,기장군
890,부산동래구온천점,부산 동래구 차밭골로,부산,동래구
891,부산동래구안락1점,부산 동래구 연안로,부산,동래구
892,부산연제구거제점,부산 연제구 월드컵대로,부산,연제구
893,부산남구용호행복점,부산 남구 동명로,부산,남구
894,부산동래구수민점,부산 동래구 명륜로,부산,동래구
895,부산영도구동삼점,부산 영도구 동삼로,부산,영도구
896,부산부산진구범천점,부산 부산진구 신암로,부산,부산진구
897,부산남구대연못골점,부산 남구 진남로,부산,남구
898,부산부산진구전포점,부산 부산진구 동성로,부산,부산진구
899,부산남구용호점,부산 남구 용호로,부산,남구
900,부산강서구명지오션시티점,부산 강서구 명지오션시티로,부산,강서구
901,부산사상구괘법감전점(B),부산 사상구 운산로,부산,사상구
902,부산서구부민충무점,부산 서구 구덕로,부산,서구
903,부산강서구강서구청점,부산 강서구 대저로,부산,강서구
904,부산해운대구해운대중동점,부산 해운대구 좌동순환로,부산,해운대구
905,부산금정구구서1점,부산 금정구 금강로,부산,금정구
906,부산동구범일점,부산 동구 자성로,부산,동구
907,부산해운대구해운대신도시1호점,부산 해운대구 달맞이길,부산,해운대구
908,부산사하구신평점,부산 사하구 다대로142번길,부산,사하구
909,경남통영시북신점,경남 통영시 북신동 해미당길,경남,통영시
910,경남진주시신안점,경남 진주시 진양호로,경남,진주시
911,경남거제시장승포점,경남 거제시 장승포로,경남,거제시
912,경남거제시중곡점,경남 거제시 중곡로,경남,거제시
913,경남창원시월영점,경남 창원시 마산합포구 월영북로,경남,창원시
914,경남양산시북정점,경남 양산시 북정중앙로,경남,양산시
915,경남산청군덕산점,경남 산청군 시천면 남명로,경남,산청군
916,경남사천시삼천포점,경남 사천시 벌리로,경남,사천시
917,경남진주시중앙상봉점,경남 진주시 진주성로,경남,진주시
918,경남진주시상대점,경남 진주시 돗골로,경남,진주시
919,경남김해시한림점,경남 김해시 한림면 한림로,경남,김해시
920,경남창원시상남점,경남 창원시 성산구 토월로,경남,창원시
921,경남김해시삼계점,경남 김해시 가야로,경남,김해시
922,경남진주시금산점,경남 진주시 금산면 금산로,경남,진주시
923,경남함양군함양점,경남 함양군 함양읍 용평3길,경남,함양군
924,경남창원시내서삼계점,경남 창원시 마산회원구 내서읍 삼계숲길,경남,창원시
925,경남양산시덕계1호점,경남 양산시 평산남4길,경남,양산시
926,경남창원시반송1호점,경남 창원시 의창구 외동반림로,경남,창원시
927,경남김해시외동점,경남 김해시 함박로,경남,김해시
928,경남양산시범어점,경남 양산시 물금읍 화합길,경남,양산시
929,경남마산시해운점,경남 창원시 마산합포구 월영동길,경남,창원시
930,경남거제시옥포점,경남 거제시 옥포대첩로,경남,거제시
931,경남양산시서창점,경남 양산시 삼호동부길,경남,양산시
932,경남거제시상동점,경남 거제시 거제중앙로,경남,거제시
933,경남고성군고성점,경남 고성군 고성읍 성내로,경남,고성군
934,경남함안군함안점,경남 함안군 가야읍 함안대로,경남,함안군
935,경남창원시봉곡점,경남 창원시 의창구 봉곡로,경남,창원시
936,경남김해시율하1점,경남 김해시 율하로,경남,김해시
937,경남김해시진영점,경남 김해시 진영읍 장등로,경남,김해시
938,경남하동군하동점,경남 하동군 하동읍 중앙로,경남,하동군
939,경남창원시진동점,경남 창원시 마산합포구 진동면 삼진의거대로,경남,창원시
940,경남거제시아주점,경남 거제시 용소길,경남,거제시
941,경남창원시창동점,경남 창원시 마산합포구 남성로,경남,창원시
942,경남통영시죽림점,경남 통영시 광도면 죽림해안로,경남,통영시
943,경남창원시중앙여좌점,경남 창원시 진해구 편백로,경남,창원시
944,경남함안군군북점,경남 함안군 군북면 중암길,경남,함안군
945,경남창원시회원점,경남 창원시 마산회원구 북성로,경남,창원시
946,경남진주시판문점,경남 진주시 진양호로,경남,진주시
947,경남창원시소답점,경남 창원시 의창구 읍성로,경남,창원시
948,경남사천시사천점(B),경남 사천시 사천읍 읍내로,경남,사천시
949,경남의령군의령점,경남 의령군 의령읍 의병로,경남,의령군
950,경남밀양시삼문점,경남 밀양시 미리벌중앙로 85,경남,밀양시
951,경남함양군서하점,경남 함양군 서하면 함양남서로,경남,함양군
952,경남창원시북면온천점,경남 창원시 의창구 북면 천주로,경남,창원시
953,경남창원시명곡점,경남 창원시 의창구 명지로,경남,창원시
954,경남창녕군남지점,경남 창녕군 난지읍 남지중앙2길,경남,창녕군
955,경남양산시어곡점,경남 양산시 어실로,경남,양산시
956,경남거제시거제면점,경남 거제시 읍내로,경남,거제시
957,경남창원시석전점,경남 창원시 마산회원구 석전남8길,경남,창원시
958,경남합천군합천점,경남 합천군 합천읍 충효로,경남,합천군
959,경남창원시가음점,경남 창원시 성산구 가양로,경남,창원시
960,경남창원시풍호점,경남 창원시 진해구 풍호로,경남,창원시
961,경남창원시동읍점,경남 창원시 의창구 동읍 의창대로,경남,창원시
962,경남창원시용원점,경남 창원시 진해구 안골로,경남,창원시
963,경남진주시도동점,경남 진주시 대신로,경남,진주시
964,경남진주시가호점,경남 진주시 개양로,경남,진주시
965,경남남해군남해점,경남 남해군 남해읍 화전로,경남,남해군
966,경남진주시망경점,경남 진주시 진주대로,경남,진주시
967,경남거제시장평점,경남 거제시 장평로,경남,거제시
968,경남양산시남부점,경남 양산시 중앙로,경남,양산시
969,경남창원시양덕1호점,경남 창원시 마산회원구 양덕북길,경남,창원시
970,경남진해시석동점,경남 창원시 진해구 진해대로,경남,창원시
971,경남거창군거창1점,경남 거창군 거창읍 아림로,경남,거창군
972,경남통영시봉평미수점,경남 통영시 서송정1길,경남,통영시
973,경남창원시팔용점,경남 창원시 의창구 남산로,경남,창원시
974,경남창원시대방점,경남 창원시 성산구 대암로,경남,창원시
975,경남창원시반지점,경남 창원시 성산구 반송로,경남,창원시
976,경남창녕군창녕점,경남 창녕군 창녕읍 창녕대로,경남,창녕군
977,경남양산시증산1호점,경남 양산시 물금읍 백호길,경남,양산시
978,경남창원시사파점,경남 창원시 성산구 동산로,경남,창원시
979,경남마산시호계점,경남 창원시 마산회원구 내서읍 호원로,경남,창원시
980,경남김해시팔판점,경남 김해시 팔판로,경남,김해시
981,경남거제시지세포점,경남 거제시 일운면 거제대로,경남,거제시
982,경남밀양시내일점,경남 밀양시 약산로,경남,밀양시
983,경남창원시감계점,경남 창원시 의창구 북면 감계로,경남,창원시
984,경남김해시장유1호점,경남 김해시 능동로,경남,김해시
985,경남양산시석산점(B),경남 양산시 동면 금오12길,경남,양산시
986,경남김해시진례점,경남 김해시 진례면 송현로,경남,김해시
987,경남창원시남문점,경남 창원시 진해구 웅천동로,경남,창원시
988,경남김해시동상점,경남 김해시 구지로,경남,김해시
989,경남창원시합성1호점(C),경남 창원시 마산회원구 합성옛길,경남,창원시
990,경남진주시문산혁신점,경남 진주시 문산읍 소문길,경남,진주시
991,경남창원시도계점,경남 창원시 의창구 원이대로,경남,창원시
992,경남김해시삼방점,경남 김해시 삼안로,경남,김해시
993,전북전주시서신점,전북 전주시 완산구 서신로,전북,전주시
994,전북전주시송천점,전북 전주시 덕진구 천마산로,전북,전주시
995,전북전주시호성점,전북 전주시 덕진구 소리로,전북,전주시
996,전북전주시평화1점,전북 전주시 완산구 평화길,전북,전주시
997,전북익산시부송점,전북 익산시 부송로,전북,익산시
998,전북김제시김제점,전북 김제시 동서로,전북,김제시
999,전북정읍시시기점,전북 정읍시 천변로,전북,정읍시
1000,전북남원시남원점,전라북도 남원시 동문로,전라북도,남원시
1001,전북고창군고창점,전북 고창군 고창읍 성산길,전북,고창군
1002,전북군산시옥서점,전북 군산시 옥서면 옥구저수지로,전북,군산시
1003,전북군산시소룡산북점,전북 군산시 동아로,전북,군산시
1004,전북무주군무주스키점,전북 무주군 설천면 구천동로,전북,무주군
1005,전남광양시중동점,전남 광양시 광장로,전남,광양시
1006,전남여수시안산점,전남 여수시 도원로,전남,여수시
1007,전남여수시서교점,전남 여수시 서교길,전남,여수시
1008,전남여수시국동점,전남 여수시 구봉산길,전남,여수시
1009,전남광양시광영점,전남 광양시 금영로,전남,광양시
1010,전남순천시삼산점,전남 순천시 중앙로,전남,순천시
1011,전남순천시중앙점,전남 순천시 장명로,전남,순천시
1012,전남순천시왕지점,전남 순천시 연동남길,전남,순천시
1013,전북정읍시수성점,전북 정읍시 수성로,전북,정읍시
1014,전북익산시신동남중점,전북 익산시 익산대로,전북,익산시
1015,전남순천시금당지구점,전남 순천시 해룡면 조례못등길,전남,순천시
1016,전북군산시수송점,전북 군산시 동수송3길,전북,군산시
1017,전남구례군구례지리산온천점,전남 구례군 산동면 하관길,전남,구례군
1018,전남여수시여서점,전남 여수시 대치길,전남,여수시
1019,전북익산시영등점,전북 익산시 고봉로,전북,익산시
1020,전북전주시효자점,전북 전주시 완산구 강변로,전북,전주시
1021,전북전주시서곡점,전북 전주시 완산구 서곡1길,전북,전주시
1022,전북완주군삼례우석대점,전북 완주군 삼례읍 동학로,전북,완주군
1023,전북무주군무주점,전북 무주군 무주읍 단천로,전북,무주군
1024,전북익산시동산점,전북 익산시 서동로,전북,익산시
1025,전북완주군봉동3공단점,전북 완주군 봉동읍 원둔산길,전북,완주군
1026,전남여수시둔덕점,전남 여수시 쌍봉로,전남,여수시
1027,전북익산시함열점,전북 익산시 함열읍 함열중앙로,전북,익산시
1028,전북군산시중앙점,전북 군산시 중앙로,전북,군산시
1029,전북군산시오식도점,전북 군산시 가도로,전북,군산시
1030,전북전주시삼천점,전북 전주시 완산구 거마남로,전북,전주시
1031,전북전주시아중점,전북 전주시 덕진구 동가재미길,전북,전주시
1032,전북부안읍부안점,전북 부안군 부안읍 수정길,전북,부안군
1033,전북군산시군산대점,전북 군산시 미제길,전북,군산시
1034,전남순천시남제점,전남 순천시 우석로,전남,순천시
1035,전남광양시마동점,전남 광양시 사동로,전남,광양시
1036,전남여수시무선지구점,전남 여수시 무선길,전남,여수시
1037,전북전주시덕진전북대점,전북 전주시 덕진구 명륜길,전북,전주시
1038,전북전주시동산점,전북 전주시 덕진구 쪽구름길,전북,전주시
1039,전북전주시전주대점,전북 전주시 효자로,전북,전주시
1040,전남여수시신기점,전남 여수시 새터로,전남,여수시
1041,전남광양시광양점,전남 광양시 광양읍 인서길,전남,광양시
1042,전북전주시서학중앙점(B),전북 전주시 완산구 서학길,전북,전주시
1043,전남순천시신대점,전남 해룡면 좌야로,전남,해룡면
1044,전북군산시조촌점,전북 군산시 진포로,전북,군산시
1045,전남순천시연향점,전남 순천시 연향상가3길,전남,순천시
1046,전북완주군혁신점,전북 완주군 이서면 안전로,전북,완주군
1047,전남순천시조례점,전남 순천시 비봉길,전남,순천시
1048,전북군산시나운2점,전북 군산시 나운안길,전북,군산시
1049,전북전주시중화산점,전북 전주시 완산구 메너머길,전북,전주시
1050,전북익산시모현점,전북 익산시 고현로길,전북,익산시
1051,전북전주시진북인후점,전북 전주시 덕진구 팔달로,전북,전주시
1052,전북군산시나운1점,전북 군산시 신설길,전북,군산시
1053,전남여수시엑스포점,전남 여수시 동문로,전남,여수시
1054,전남영광군영광점,전남 영광군 영광읍 신남로,전남,영광군
1055,광주광산구운남점,광주 광산구 월곡중앙로,광주,광산구
1056,광주북구동림점,광주 북구 동림용산로,광주,북구
1057,전남목포시하당1점,전남 목포시 백년대로,전남,목포시
1058,광주서구금호점,광주 서구 금화로,광주,서구
1059,전남목포시용해점,전남 목포시 용당로,전남,목포시
1060,전남목포시연산점,전남 목포시 원산로,전남,목포시
1061,전남보성군보성점,전남 보성군 보성읍 중앙로,전남,보성군
1062,전남목포시하당2점,전남 목포시 삼향천로,전남,목포시
1063,광주북구일곡점,광주 북구 송해로,광주,북구
1064,광주서구풍암점,광주 서구 풍암신암로,광주,서구
1065,전남화순군화순점,전남 화순군 화순읍 만연로,전남,화순군
1066,광주광산구첨단1호점,광주 광산구 산월로,광주,광산구
1067,광주북구용봉점,광주 북구 설죽로,광주,북구
1068,광주북구양산점,광주 북구 양산택지로,광주,북구
1069,광주남구진월점,광주 남구 서문대로,광주,남구
1070,광주광산구송정1점,광주 광산구 남동길,광주,광산구
1071,광주서구화정1점,광주 서구 염화로,광주,서구
1072,전남고흥군고흥점,전남 고흥군 고흥읍 봉황길,전남,고흥군
1073,광주북구두암1점,광주 북구 삼정로,광주,북구
1074,광주서구쌍촌1점,광주 서구 상일로,광주,서구
1075,전남해남군해남점,전남 해남군 해남읍 중앙로,전남,해남군
1076,광주남구방림양림점,광주 남구 방림로,광주,남구
1077,광주남구주월점,광주 남구 회서로,광주,남구
1078,광주북구중흥점,광주 북구 용봉로,광주,북구
1079,전남보성군벌교점,전남 보성군 벌교읍 채동선로,전남,보성군
1080,광주광산구수완1점,광주 광산구 장덕로,광주,광산구
1081,광주동구학동점,광주 동구 천변우로,광주,동구
1082,전남완도군완도점,전남 완도군 완도읍 개포로,전남,완도군
1083,광주남구월산까치점,광주 남구 독립로,광주,남구
1084,전남장흥군장흥점,전남 장흥군 장흥읍 북부로,전남,장흥군
1085,전남함평군함평점,전남 함평군 함평읍 중앙길,전남,함평군
1086,전남목포시석현점(B),전남 목포시 텃골로,전남,목포시
1087,전남진도군진도점,전남 진도군 진도읍 남문길,전남,진도군
1088,광주남구효천점,광주 남구 효우로,광주,남구
1089,광주광산구선운점,광주 광산구 선운중앙로,광주,광산구
1090,전남나주시영산포점,전남 나주시 남교길,전남,나주시
1091,전남해남군우수영점,전남 해남군 문내면 동영길,전남,해남군
1092,전남고흥군녹동점,전남 고흥군 도양읍 비봉로,전남,고흥군
1093,광주북구문흥점,광주 북구 면앙로,광주,북구
1094,광주남구봉선1점,광주 남구 봉선로,광주,남구
1095,광주광산구신가점,광주 광산구 신창로,광주,광산구
1096,전남무안군남악점,전남 무안군 삼향읍 남악로,전남,무안군
1097,전남목포시삼학점,전남 목포시 산정로,전남,목포시
1098,전남나주시나주혁신도시점,전남 나주시 빛가람로,전남,나주시
1099,광주북구첨단2지구점,광주 북구 임방울대로,광주,북구
1100,광주동구산수점,광주 동구 산수길 33,광주,동구
1101,전남나주시나주점,전남 나주시 나주로,전남,나주시
1102,전남영암군삼호점,전남 영암군 삼호읍 대불주거로,전남,영암군
1103,광주광산구산정점,광주 광산구 하남대로,광주,광산구
1104,광주서구동천점,광주 서구 동천로,광주,서구
1105,전남담양군담양점,전남 담양군 담양읍 죽향대로,전남,담양군
1106,광주서구상무점,광주 서구 상무평화로,광주,서구
1107,광주광산구우산소촌점(B),광주 광산구 무진대로,광주,광산구
1108,광주북구신안점,광주 북구 중가로,광주,북구
1109,제주제주시노형점,제주 제주시 원노형로,제주,제주시
1110,제주제주시외도점,제주 제주시 우령2길,제주,제주시
1111,제주제주시화북삼양점,제주 제주시 진남로,제주,제주시
1112,제주서귀포시서귀포1점,제주 서귀포시 일주동로,제주,서귀포시
1113,제주서귀포시성산점,제주 서귀포시 성산읍 고성동서로,제주,서귀포시
1114,제주서귀포시서귀포2호점,제주 서귀포시 장수로,제주,서귀포시
1115,제주제주시도남점,제주 제주시 독짓골길,제주,제주시
1116,제주서귀포시강정해군기지점,제주 서귀포시 강정동,제주,서귀포시
1117,제주서귀포시신시가지점,제주 서귀포시 신북로,제주,서귀포시
1118,제주서귀포시대정점,제주 서귀포시 대정읍 하모항구로6번길,제주,서귀포시
1119,제주서귀포시표선점,제주 서귀포시 표선면 표선동서로,제주,서귀포시
1120,제주제주시일도점,제주 제주시 청귤로,제주,제주시
1121,제주제주시연동점,제주 제주시 연동길,제주,제주시
1122,제주제주시한림점,제주 제주시 한림읍 한림로,제주,제주시
1123,제주제주시아라점,제주 제주시 중앙로,제주,제주시
1124,제주제주시조천함덕점,제주 제주시 조천읍 함덕길,제주,제주시
1125,제주서귀포시화순안덕점,제주 서귀포시 안덕면 일주서로,제주,서귀포시
1126,제주제주시용담점,제주 제주시 용문로,제주,제주시
1127,제주제주시봉개점,제주 제주시 번영로,제주,제주시
1128,제주서귀포시중문점,제주 서귀포시 천제연로,제주,서귀포시
1129,제주서귀포시남원점,제주 서귀포시 남원읍 남원체육관로 ,제주,서귀포시
1130,서울구로구고척스카이돔점,서울 구로구 경인로 430,서울,구로구
